Review Title,Up Votes,Down Votes,Review text,Ratings,clean_review,sentiment
Not good,0.0,0.0,OKREAD MORE,5,okread,Positive
Brilliant,0.0,0.0,Nice productREAD MORE,4,nice productread,Positive
Perfect product!,0.0,0.0,Awesome product 100% original & DurabilityREAD MORE,5,awesome product original durabilityread,Positive
Must buy!,0.0,0.0,poor quality shuttle they have sent.  may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle.READ MORE,1,poor quality shuttle sent may old stock one shuttle broke within day games played shuttleread,Negative
Fabulous!,0.0,0.0,super but rate is very highREAD MORE,5,super rate highread,Positive
Does the job,0.0,0.0,Nice oneREAD MORE,4,nice oneread,Positive
Mmmm,0.0,0.0,goodREAD MORE,5,goodread,Positive
Simply awesome,0.0,0.0,nice oneREAD MORE,5,nice oneread,Positive
Classy product,0.0,0.0,value for moneyREAD MORE,5,value moneyread,Positive
Simply awesome,0.0,0.0,Nice original product just love playing badminton nowREAD MORE,5,nice original product love playing badminton nowread,Positive
Decent product,0.0,0.0,I doubt this may not be a genuine product...READ MORE,2,doubt may genuine productread,Negative
Great product,0.0,0.0,superREAD MORE,5,superread,Positive
Must buy!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Must buy!,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Super!,0.0,0.0,Original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website..READ MORE,5,original yonex product visit yonex sunrise website originality scratch code led type code websiteread,Positive
Great product,0.0,0.0,not badREAD MORE,3,badread,Neutral
Awesome,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Good choice,0.0,0.0,As expected. Excellent one.READ MORE,5,expected excellent oneread,Positive
Worth every penny,0.0,0.0,Good packing....READ MORE,5,good packingread,Positive
Great product,0.0,0.0,goodREAD MORE,5,goodread,Positive
Good,0.0,0.0,look ok...READ MORE,3,look okread,Neutral
Super!,0.0,0.0,it's good.. osm price really impressed with the product.READ MORE,5,good osm price really impressed productread,Positive
Value-for-money,0.0,0.0,"good one, no doubt go for itREAD MORE",5,good one doubt go itread,Positive
Wonderful,0.0,0.0,amazing.. 👌👌👌READ MORE,5,amazing read,Positive
Awesome,0.0,0.0,classyREAD MORE,5,classyread,Positive
Awesome,0.0,0.0,superbREAD MORE,5,superbread,Positive
Great product,0.0,0.0,very very niceREAD MORE,5,niceread,Positive
Pretty good,0.0,0.0,"NICE SHUTTLE,BALANCE TOO GOODREAD MORE",4,nice shuttlebalance goodread,Positive
Brilliant,0.0,0.0,best of best...  1 got @ 629... must buyREAD MORE,5,best best got must buyread,Positive
Highly recommended,0.0,0.0,niceREAD MORE,5,niceread,Positive
Classy product,0.0,0.0,Quality it not good as expected.Product life time is only 2 daysREAD MORE,3,quality good expectedproduct life time daysread,Neutral
Excellent,0.0,0.0,good product.READ MORE,5,good productread,Positive
Simply awesome,0.0,0.0,super productsREAD MORE,4,super productsread,Positive
Best in the market!,0.0,0.0,looks good rest comment after 2 day play minimumREAD MORE,4,looks good rest comment day play minimumread,Positive
Wonderful,0.0,0.0,okREAD MORE,5,okread,Positive
Terrific,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Best in the market!,0.0,0.0,AwesomeREAD MORE,5,awesomeread,Positive
Wonderful,0.0,0.0,worth for moneyREAD MORE,4,worth moneyread,Positive
Perfect product!,0.0,0.0,awesomeREAD MORE,5,awesomeread,Positive
Nice,0.0,0.0,I like the shuttle qualitiesREAD MORE,5,like shuttle qualitiesread,Positive
Classy product,0.0,0.0,good jobREAD MORE,5,good jobread,Positive
Decent product,0.0,0.0,excellent qualityREAD MORE,5,excellent qualityread,Positive
Great product,0.0,0.0,awesome best the comments that say it's fake. are also fakeREAD MORE,5,awesome best comments say fake also fakeread,Positive
Brilliant,0.0,0.0,niceREAD MORE,5,niceread,Positive
Perfect product!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Fabulous!,0.0,0.0,got from latest one not from old stock...packaging was too goodREAD MORE,5,got latest one old stockpackaging goodread,Positive
Wonderful,0.0,0.0,BestREAD MORE,5,bestread,Positive
Horrible,0.0,0.0,"My favourite shuttle, Fast delivery by FlipkartREAD MORE",5,favourite shuttle fast delivery flipkartread,Positive
Good,0.0,0.0,packing of this product is very poor. always receive with press positionREAD MORE,5,packing product poor always receive press positionread,Positive
Very Good,0.0,0.0,very goodREAD MORE,3,goodread,Neutral
Brilliant,0.0,0.0,WorthyREAD MORE,5,worthyread,Positive
Perfect product!,0.0,0.0,shuttle is fastREAD MORE,3,shuttle fastread,Neutral
Great product,0.0,0.0,excellent appREAD MORE,5,excellent appread,Positive
Wonderful,0.0,0.0,best quality shuttle 🖤READ MORE,5,best quality shuttle read,Positive
Terrific,0.0,0.0,superb qualityREAD MORE,5,superb qualityread,Positive
Worth every penny,0.0,0.0,niceREAD MORE,5,niceread,Positive
Very Good,0.0,0.0,Nice productREAD MORE,4,nice productread,Positive
Super!,0.0,0.0,nothing recetREAD MORE,1,nothing recetread,Negative
Pretty good,0.0,0.0,multiple small small holes in the cork. Doesn't look like it will last long.READ MORE,3,multiple small small holes cork doesnt look like last longread,Neutral
Wonderful,0.0,0.0,good productREAD MORE,4,good productread,Positive
Highly recommended,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Fabulous!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Good quality product,0.0,0.0,Super qualityREAD MORE,5,super qualityread,Positive
Simply awesome,0.0,0.0,good qualityREAD MORE,4,good qualityread,Positive
Brilliant,0.0,0.0,goodREAD MORE,5,goodread,Positive
Best in the market!,0.0,0.0,good materialREAD MORE,5,good materialread,Positive
Wonderful,0.0,0.0,"Excellent deal, value worthREAD MORE",4,excellent deal value worthread,Positive
Best in the market!,0.0,0.0,happy with my order I m alwaysREAD MORE,5,happy order alwaysread,Positive
Terrific,0.0,0.0,Good shuttles with a decent price.READ MORE,4,good shuttles decent priceread,Positive
Just wow!,0.0,0.0,God product at an attractive priceREAD MORE,5,god product attractive priceread,Positive
Value-for-money,0.0,0.0,"Great Shuttle , flight of the shuttle is very good , no regrets with the rate because in the market it was costing me around 840 rupees and here from flipkart I got it for 699 INRREAD MORE",5,great shuttle flight shuttle good regrets rate market costing around rupees flipkart got inrread,Positive
Expected a better product,0.0,0.0,Original qualityREAD MORE,5,original qualityread,Positive
Perfect product!,0.0,0.0,WorthyREAD MORE,4,worthyread,Positive
Good choice,0.0,0.0,fastest delivery..nd products quality is ... adorableREAD MORE,5,fastest deliverynd products quality adorableread,Positive
Fair,0.0,0.0,good productREAD MORE,5,good productread,Positive
Worth every penny,0.0,0.0,Good one. Perfect 👌READ MORE,5,good one perfect read,Positive
Good quality product,0.0,0.0,superbREAD MORE,5,superbread,Positive
Highly recommended,0.0,0.0,better thank local marketREAD MORE,5,better thank local marketread,Positive
Horrible,0.0,0.0,Shuttle Cork was good and genuine.I verified with Yonex website. 👍READ MORE,5,shuttle cork good genuinei verified yonex website read,Positive
Wonderful,0.0,0.0,suparREAD MORE,5,suparread,Positive
Very Good,0.0,0.0,looking gud but not lasting .READ MORE,4,looking gud lasting read,Positive
Classy product,0.0,0.0,Packing is not so good. The plastic cover is damaged.READ MORE,2,packing good plastic cover damagedread,Negative
Terrific purchase,0.0,0.0,goodREAD MORE,5,goodread,Positive
Fabulous!,0.0,0.0,very goodREAD MORE,4,goodread,Positive
Excellent,0.0,0.0,goodREAD MORE,3,goodread,Neutral
Good,0.0,0.0,I would give full star to this product.... great quality.... unfortunately the next box I bought had one shuttle damagedREAD MORE,5,would give full star product great quality unfortunately next box bought one shuttle damagedread,Positive
Worst experience ever!,0.0,0.0,Good product. Nice build qualityREAD MORE,4,good product nice build qualityread,Positive
Highly recommended,0.0,0.0,niceREAD MORE,5,niceread,Positive
Classy product,0.0,0.0,It's not a good product..READ MORE,1,good productread,Negative
Terrific purchase,0.0,0.0,Quality is goodREAD MORE,5,quality goodread,Positive
Highly recommended,0.0,0.0,goodREAD MORE,4,goodread,Positive
Must buy!,0.0,0.0,Nice productREAD MORE,5,nice productread,Positive
Excellent,0.0,0.0,goodREAD MORE,5,goodread,Positive
Good,0.0,0.0,goodREAD MORE,5,goodread,Positive
Worth every penny,0.0,0.0,very good .nice quality .READ MORE,5,good nice quality read,Positive
Brilliant,0.0,0.0,got a damage shuttle in the pack.  rest are good.READ MORE,3,got damage shuttle pack rest goodread,Neutral
Great product,0.0,0.0,quality not seems good. breaks after one day playREAD MORE,1,quality seems good breaks one day playread,Negative
Worth the money,0.0,0.0,superbREAD MORE,5,superbread,Positive
Good choice,0.0,0.0,Nice item....get the same item as exceptedREAD MORE,5,nice itemget item exceptedread,Positive
Super!,0.0,0.0,best green cupREAD MORE,5,best green cupread,Positive
Just wow!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Must buy!,0.0,0.0,very slow shuttles not good as per market.READ MORE,5,slow shuttles good per marketread,Positive
Fabulous!,0.0,0.0,Good BoyREAD MORE,5,good boyread,Positive
Classy product,0.0,0.0,Thanks to Flipkart. The poor shuttles pack is replaced.READ MORE,3,thanks flipkart poor shuttles pack replacedread,Neutral
Wonderful,0.0,0.0,rotine gameREAD MORE,5,rotine gameread,Positive
Best in the market!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Good quality product,0.0,0.0,Very goodREAD MORE,5,goodread,Positive
Worth the money,0.0,0.0,Good productREAD MORE,4,good productread,Positive
Classy product,0.0,0.0,good productREAD MORE,4,good productread,Positive
Good choice,0.0,0.0,amazing quality.worth every penny 🔥🔥READ MORE,5,amazing qualityworth every penny read,Positive
Value-for-money,0.0,0.0,excellent flight. slow as mentioned. recommended for beginners.READ MORE,5,excellent flight slow mentioned recommended beginnersread,Positive
Did not meet expectations,0.0,0.0,superb qualityREAD MORE,5,superb qualityread,Positive
Highly recommended,0.0,0.0,Long lasting.READ MORE,5,long lastingread,Positive
Waste of money!,0.0,0.0,superb!READ MORE,5,superbread,Positive
Excellent,0.0,0.0,GOOD PRODUCTREAD MORE,4,good productread,Positive
Worth the money,0.0,0.0,good productREAD MORE,5,good productread,Positive
Very Good,0.0,0.0,Its good productREAD MORE,4,good productread,Positive
Don't waste your money,0.0,0.0,Nice productREAD MORE,4,nice productread,Positive
Wonderful,0.0,0.0,nice as usualREAD MORE,5,nice usualread,Positive
Worth every penny,0.0,0.0,very niceREAD MORE,4,niceread,Positive
Worth every penny,0.0,0.0,Its really good lasts longer than i expectedREAD MORE,4,really good lasts longer expectedread,Positive
Really Nice,0.0,0.0,worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.READ MORE,1,worst product got squeezed boxes shuttles replacement got damaged productread,Negative
Good,0.0,0.0,niceREAD MORE,5,niceread,Positive
Just okay,0.0,0.0,Quality of the shuttle seems to be very bad. Some of them didn’t even last few games. Had to change two shuttles in an hours play.READ MORE,1,quality shuttle seems bad didnt even last games change two shuttles hours playread,Negative
Highly recommended,0.0,0.0,Good price only too muchREAD MORE,5,good price muchread,Positive
Awesome,0.0,0.0,good quality nice productREAD MORE,4,good quality nice productread,Positive
Decent product,0.0,0.0,Satisfied with the product qualityREAD MORE,4,satisfied product qualityread,Positive
Good quality product,0.0,0.0,poor qualityREAD MORE,1,poor qualityread,Negative
Awesome,0.0,0.0,Best for intermediate playersREAD MORE,4,best intermediate playersread,Positive
Mind-blowing purchase,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Wonderful,0.0,0.0,superREAD MORE,5,superread,Positive
Must buy!,0.0,0.0,Overall niceREAD MORE,4,overall niceread,Positive
Good choice,0.0,0.0,shuttles are very old. they damaged in one day only. bad quality shuttle.READ MORE,3,shuttles old damaged one day bad quality shuttleread,Neutral
Worth the money,0.0,0.0,"3 shuttle damage,Dec 07 new pack 1 shuttle damagedREAD MORE",3,shuttle damagedec new pack shuttle damagedread,Neutral
Terrific,0.0,0.0,good productREAD MORE,5,good productread,Positive
Delightful,0.0,0.0,Very good.READ MORE,5,goodread,Positive
Terrific,0.0,0.0,very slowlyREAD MORE,3,slowlyread,Neutral
Wonderful,0.0,0.0,goodREAD MORE,4,goodread,Positive
Value-for-money,0.0,0.0,Very good quality shuttleREAD MORE,5,good quality shuttleread,Positive
Good choice,0.0,0.0,Best packingREAD MORE,5,best packingread,Positive
Awesome,0.0,0.0,AwesomeREAD MORE,5,awesomeread,Positive
Terrific purchase,0.0,0.0,its same as the retailer shop .. we need not to go to shop & buy itREAD MORE,5,retailer shop need go shop buy itread,Positive
Does the job,0.0,0.0,Best for daily play👌READ MORE,4,best daily playread,Positive
Wonderful,0.0,0.0,very good productREAD MORE,4,good productread,Positive
Value-for-money,0.0,0.0,excellent design and lifespanREAD MORE,5,excellent design lifespanread,Positive
Decent product,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Fabulous!,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Good quality product,0.0,0.0,good as always...READ MORE,4,good alwaysread,Positive
Not recommended at all,0.0,0.0,goodREAD MORE,4,goodread,Positive
Just wow!,0.0,0.0,u can buy its a good productREAD MORE,4,u buy good productread,Positive
Awesome,0.0,0.0,Excellent productREAD MORE,5,excellent productread,Positive
Mind-blowing purchase,0.0,0.0,quality item&very good packingREAD MORE,5,quality itemvery good packingread,Positive
Nice product,0.0,0.0,good qualityREAD MORE,3,good qualityread,Neutral
Best in the market!,0.0,0.0,nice product.quick delivery.READ MORE,5,nice productquick deliveryread,Positive
Good quality product,0.0,0.0,"Average quality, in 6 shuttles only 3 are goodREAD MORE",4,average quality shuttles goodread,Positive
its yonex,0.0,0.0,"While the shuttles are good, pricing has been made exorbitant. From 600 per pack to 900 per pack - an increase of 50% within one year. Already trying alternatives.READ MORE",3,shuttles good pricing made exorbitant per pack per pack increase within one year already trying alternativesread,Neutral
Packing was not good.,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Worst experience ever!,0.0,0.0,NiceREAD MORE,4,niceread,Positive
Just wow!,0.0,0.0,Pathetic qualityREAD MORE,1,pathetic qualityread,Negative
Did not meet expectations,0.0,0.0,"It's an original product from Yonex . I'm able to authenticate it over sunrise portal.Best shuttle for Indian condition.Streamed travel, correct balance and durable.For beginners and for intermediate level you should start with this one.READ MORE",5,original product yonex im able authenticate sunrise portalbest shuttle indian conditionstreamed travel correct balance durablefor beginners intermediate level start oneread,Positive
Terrific purchase,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Value-for-money,0.0,0.0,good delivery boyREAD MORE,5,good delivery boyread,Positive
Pretty good,0.0,0.0,ExcellentREAD MORE,4,excellentread,Positive
Worth every penny,0.0,0.0,Excellent. First We ordered one Box and tried whether fake or genuine product. I selected slow 75. We found its genuine product with long lasting. Then we are playing with the same shuttle till now. I suggested it to other courts in our town. They are playing with same shuttle and buying from Flipkart. So go without any hesitation.READ MORE,5,excellent first ordered one box tried whether fake genuine product selected slow found genuine product long lasting playing shuttle till suggested courts town playing shuttle buying flipkart go without hesitationread,Positive
Delightful,0.0,0.0,Packing is goodREAD MORE,4,packing goodread,Positive
Terrific purchase,0.0,0.0,Yonex is greatREAD MORE,5,yonex greatread,Positive
Nice product,0.0,0.0,The packing of the product was not done properly & not up to the mark. Request the team to take care of the same in future to avoid damaging the product.READ MORE,5,packing product done properly mark request team take care future avoid damaging productread,Positive
Simply awesome,0.0,0.0,Giving Review after 2 weeks of use.. Don't buy this product. It seems they are selling second grade defective product. All shuttle start to rotate after some time  it's very difficult to play.... Patethic product.READ MORE,1,giving review weeks use dont buy product seems selling second grade defective product shuttle start rotate time difficult play patethic productread,Negative
Wonderful,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Worth every penny,0.0,0.0,worst .......READ MORE,1,worst read,Negative
Worth every penny,0.0,0.0,Good  Product... 🙂🙂🙂READ MORE,5,good product read,Positive
Worth every penny,0.0,0.0,nice...READ MORE,4,niceread,Positive
Good,0.0,0.0,niceREAD MORE,4,niceread,Positive
Worthless,0.0,0.0,very ecobomicalREAD MORE,5,ecobomicalread,Positive
Could be way better,0.0,0.0,Damaged packREAD MORE,4,damaged packread,Positive
Wonderful,0.0,0.0,awesomeREAD MORE,5,awesomeread,Positive
Really Nice,0.0,0.0,good qualityREAD MORE,4,good qualityread,Positive
Highly recommended,0.0,0.0,goodREAD MORE,5,goodread,Positive
Wonderful,0.0,0.0,Original product. Very happyREAD MORE,5,original product happyread,Positive
Mind-blowing purchase,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Not good,0.0,0.0,these shuttles have better quality than I bought from local shop.. no much difference in price..READ MORE,5,shuttles better quality bought local shop much difference priceread,Positive
Super!,0.0,0.0,minREAD MORE,5,minread,Positive
Worth the money,0.0,0.0,okREAD MORE,3,okread,Neutral
Pretty good,0.0,0.0,Good product .. quick delivery .. impressive service..READ MORE,1,good product quick delivery impressive serviceread,Negative
Utterly Disappointed,0.0,0.0,badREAD MORE,4,badread,Positive
Nice product,0.0,0.0,Shuttle are very goodREAD MORE,4,shuttle goodread,Positive
Simply awesome,0.0,0.0,Its just goodREAD MORE,4,goodread,Positive
Simply awesome,0.0,0.0,Good quality.. Original productREAD MORE,5,good quality original productread,Positive
Classy product,0.0,0.0,"Good product,. 👍READ MORE",4,good product read,Positive
Just wow!,0.0,0.0,excellentREAD MORE,5,excellentread,Positive
Decent product,0.0,0.0,poor qualityREAD MORE,2,poor qualityread,Negative
Excellent,0.0,0.0,Price too high.compare to our local shop.quality is not good.READ MORE,5,price highcompare local shopquality goodread,Positive
Classy product,0.0,0.0,"Expected more good quality, it's good only one shuttle has spinning issue.READ MORE",4,expected good quality good one shuttle spinning issueread,Positive
Super!,0.0,0.0,It looks good but after use I will update about quality..READ MORE,4,looks good use update qualityread,Positive
Excellent,0.0,0.0,all the shuttle we're damaged.READ MORE,1,shuttle damagedread,Negative
Terrific,0.0,0.0,best shuttlecockREAD MORE,4,best shuttlecockread,Positive
Awesome,0.0,0.0,nice shulterREAD MORE,5,nice shulterread,Positive
Worth every penny,0.0,0.0,goodREAD MORE,5,goodread,Positive
Slightly disappointed,0.0,0.0,very nice productREAD MORE,5,nice productread,Positive
Classy product,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Perfect product!,0.0,0.0,Gud qualityREAD MORE,3,gud qualityread,Neutral
Highly recommended,0.0,0.0,GreatREAD MORE,5,greatread,Positive
Delightful,0.0,0.0,superREAD MORE,5,superread,Positive
Wonderful,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Simply awesome,0.0,0.0,nice and rate reasonable....READ MORE,5,nice rate reasonableread,Positive
Nice product,0.0,0.0,superbREAD MORE,5,superbread,Positive
Wonderful,0.0,0.0,The product was as per the expectation.READ MORE,5,product per expectationread,Positive
Fabulous!,0.0,2.0,very goodREAD MORE,5,goodread,Positive
Value-for-money,0.0,0.0,quality is very poorREAD MORE,2,quality poorread,Negative
Super!,0.0,0.0,very goodREAD MORE,5,goodread,Positive
Great product,0.0,0.0,very good productREAD MORE,5,good productread,Positive
Classy product,0.0,0.0,thanksREAD MORE,5,thanksread,Positive
Just okay,0.0,0.0,good productREAD MORE,4,good productread,Positive
Not good,0.0,0.0,really niceREAD MORE,4,really niceread,Positive
Very Good,0.0,0.0,very good productREAD MORE,5,good productread,Positive
Just okay,0.0,0.0,packing is damaged..  and few shuttle are also damaged...  poor quality of packing..READ MORE,4,packing damaged shuttle also damaged poor quality packingread,Positive
Worthless,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Brilliant,0.0,0.0,I have received all the genuine shuttle box. Flight And Pace level of shuttlecock are very good. But I am little disappointed with the packaging from both seller and Flipkart side. Boxex are little damaged although I am very grateful that my shuttlecock are not damaged. Again I will purchase from the same seller. Thanks 😊READ MORE,5,received genuine shuttle box flight pace level shuttlecock good little disappointed packaging seller flipkart side boxex little damaged although grateful shuttlecock damaged purchase seller thanks read,Positive
Awesome,0.0,0.0,Genuine productREAD MORE,4,genuine productread,Positive
Worth every penny,0.0,0.0,I am using Mavis 350 Above past 2 Year The Best Shuttlecock in y MarketNew Stock delivered by Seller We play in doubles & Daily 5 SetsDurability is awesome (3-4Days)Smash Drop Toss Everything is PerfectSome of our team Members Complaint that shuttle is very Heavy & Goes away when they toss but i think this is not Shuttlecock's problemGood Job YonexREAD MORE,5,using mavis past year best shuttlecock marketnew stock delivered seller play doubles daily setsdurability awesome dayssmash drop toss everything perfectsome team members complaint shuttle heavy goes away toss think shuttlecocks problemgood job yonexread,Positive
Brilliant,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Wonderful,0.0,0.0,niceREAD MORE,5,niceread,Positive
Very Good,0.0,0.0,niceREAD MORE,3,niceread,Neutral
Delightful,0.0,0.0,"Flipkart is cheating the customers by sending very very old shuttle boxes...booked 4 box of shuttle on 12th December 2019 and  received 2018  manufactured shuttles, which are bad in condition.. going forward decides to not buy shuttles from Flipkart ..READ MORE",2,flipkart cheating customers sending old shuttle boxesbooked box shuttle th december received manufactured shuttles bad condition going forward decides buy shuttles flipkart read,Negative
Pretty good,0.0,0.0,good productREAD MORE,4,good productread,Positive
Just wow!,0.0,0.0,Cost should be little lessREAD MORE,3,cost little lessread,Neutral
Just okay,0.0,0.0,it is not that much goodREAD MORE,1,much goodread,Negative
Excellent,0.0,0.0,worth for moneyREAD MORE,5,worth moneyread,Positive
Terrific purchase,0.0,0.0,value for moneyREAD MORE,5,value moneyread,Positive
Nice product,0.0,0.0,ferfect delivered..good productsREAD MORE,5,ferfect deliveredgood productsread,Positive
Excellent,0.0,0.0,very good shuttle for outdoor court. 1 shuttle lasts for 1 week even if you play smashes daily. good one to purchase.READ MORE,5,good shuttle outdoor court shuttle lasts week even play smashes daily good one purchaseread,Positive
Fair,0.0,0.0,superREAD MORE,5,superread,Positive
Delightful,0.0,1.0,good oneREAD MORE,4,good oneread,Positive
Does the job,0.0,0.0,niceREAD MORE,4,niceread,Positive
Excellent,0.0,0.0,DurableREAD MORE,4,durableread,Positive
Value-for-money,0.0,0.0,"very very good product,, I bought 2 or 3 barrels every month.... one of the trustworthy online shopping, flifkart....READ MORE",5,good product bought barrels every month one trustworthy online shopping flifkartread,Positive
Nice,0.0,0.0,Good packing and delivery.  but the flight and speed of the shuttles were much faster than the usual Mavis 350. I doubt the genuinity.This time also the packing was perfect.  But the very first shuttle taken was wobbling and is not good for play. Very disappointing..READ MORE,3,good packing delivery flight speed shuttles much faster usual mavis doubt genuinitythis time also packing perfect first shuttle taken wobbling good play disappointingread,Neutral
Great product,0.0,0.0,goodREAD MORE,5,goodread,Positive
Fabulous!,0.0,0.0,SuperREAD MORE,5,superread,Positive
Must buy!,0.0,0.0,Good.its original product.READ MORE,4,goodits original productread,Positive
Terrific,0.0,0.0,goodREAD MORE,5,goodread,Positive
Great product,0.0,0.0,It's middleREAD MORE,3,middleread,Neutral
Awesome,0.0,0.0,Its ok for beginnersREAD MORE,4,ok beginnersread,Positive
Just wow!,0.0,0.0,it's niceREAD MORE,3,niceread,Neutral
Delightful,0.0,0.0,"gud product in price range,gud for indoor gameREAD MORE",5,gud product price rangegud indoor gameread,Positive
Fabulous!,0.0,0.0,fast delivery with good quality productREAD MORE,4,fast delivery good quality productread,Positive
Good,0.0,0.0,good oneREAD MORE,3,good oneread,Neutral
Did not meet expectations,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Awesome,0.0,0.0,"Very good shuttle for you, any stage you are in. simply go for it.READ MORE",5,good shuttle stage simply go itread,Positive
Best in the market!,0.0,0.0,Nice product. looks very genuine.READ MORE,5,nice product looks genuineread,Positive
Classy product,0.0,0.0,Fast sarvisREAD MORE,5,fast sarvisread,Positive
Simply awesome,0.0,0.0,nice shuttle durable still these are working properlyREAD MORE,5,nice shuttle durable still working properlyread,Positive
Worst experience ever!,0.0,1.0,NiceREAD MORE,5,niceread,Positive
Perfect product!,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Highly recommended,0.0,0.0,better productREAD MORE,4,better productread,Positive
Nice,0.0,0.0,superb and guaranteed .READ MORE,5,superb guaranteed read,Positive
Excellent,0.0,0.0,badREAD MORE,3,badread,Neutral
Super!,0.0,0.0,Two shuttles are damagedREAD MORE,1,two shuttles damagedread,Negative
Classy product,0.0,0.0,goodREAD MORE,5,goodread,Positive
Awesome,0.0,0.0,goodREAD MORE,5,goodread,Positive
Perfect product!,0.0,0.0,best for outdoor and practice timeREAD MORE,5,best outdoor practice timeread,Positive
Terrific,0.0,0.0,excellent qualityREAD MORE,5,excellent qualityread,Positive
Terrific,0.0,0.0,plz not buy this shuttle.READ MORE,1,plz buy shuttleread,Negative
Fabulous!,0.0,0.0,Very fantasticREAD MORE,5,fantasticread,Positive
Brilliant,0.0,0.0,goodREAD MORE,5,goodread,Positive
Super!,0.0,0.0,Good shuttleREAD MORE,3,good shuttleread,Neutral
Great product,0.0,0.0,Nice product. Delivered on time.READ MORE,5,nice product delivered timeread,Positive
Pretty good,0.0,0.0,best productREAD MORE,5,best productread,Positive
Just wow!,0.0,0.0,excellentREAD MORE,5,excellentread,Positive
Worth the money,0.0,0.0,goodREAD MORE,5,goodread,Positive
Good,0.0,0.0,good product ...READ MORE,5,good product read,Positive
Worth the money,0.0,0.0,It's always the best budget shuttlecocks mrp is rs 1040 but i got it in just rs 685READ MORE,5,always best budget shuttlecocks mrp rs got rs read,Positive
Fair,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Nice one ,0.0,0.0,original product.thanks FlipkartREAD MORE,5,original productthanks flipkartread,Positive
Perfect product!,0.0,0.0,SuperREAD MORE,5,superread,Positive
Terrific purchase,0.0,0.0,Perfect product!!A great shuttle to practice badminton on a regular basis.READ MORE,5,perfect producta great shuttle practice badminton regular basisread,Positive
Brilliant,0.0,0.0,nice productREAD MORE,5,nice productread,Positive
Classy product,0.0,0.0,OkREAD MORE,4,okread,Positive
Terrific purchase,0.0,0.0,Nice ProductREAD MORE,5,nice productread,Positive
Terrific,0.0,0.0,Better price than outlets. Good product.READ MORE,4,better price outlets good productread,Positive
Waste of money!,0.0,0.0,goodREAD MORE,3,goodread,Neutral
Brilliant,0.0,0.0,Good and genuine product.READ MORE,4,good genuine productread,Positive
Worth every penny,0.0,0.0,Good but costyREAD MORE,3,good costyread,Neutral
Worth every penny,0.0,0.0,Good svuttlesREAD MORE,4,good svuttlesread,Positive
Simply awesome,0.0,0.0,best shuttles with which one can 'play'READ MORE,5,best shuttles one playread,Positive
Great product,0.0,0.0,Quality product go for it!!READ MORE,5,quality product go itread,Positive
Good choice,0.0,0.0,Superb qualityREAD MORE,5,superb qualityread,Positive
Just wow!,0.0,0.0,Best oneREAD MORE,5,best oneread,Positive
Perfect product!,0.0,0.0,Value for money 👍READ MORE,5,value money read,Positive
Simply awesome,0.0,0.0,Good qualityREAD MORE,5,good qualityread,Positive
Super!,0.0,0.0,BadREAD MORE,1,badread,Negative
Highly recommended,0.0,0.0,very nice shuttle from the seller and prompt delivery from flipkartREAD MORE,5,nice shuttle seller prompt delivery flipkartread,Positive
Classy product,0.0,0.0,shuttles are of good quality and durableREAD MORE,5,shuttles good quality durableread,Positive
Expected a better product,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Brilliant,0.0,0.0,awesome and original product..however the box i got is of low quality. Hope to not get that complaint again.READ MORE,5,awesome original producthowever box got low quality hope get complaint againread,Positive
Terrible product,0.0,0.0,Value for moneyREAD MORE,5,value moneyread,Positive
Simply awesome,0.0,0.0,very useful and beneficial alsoREAD MORE,4,useful beneficial alsoread,Positive
Good quality product,0.0,0.0,best product everREAD MORE,5,best product everread,Positive
Simply awesome,0.0,0.0,Very good product to delivered by flipcartREAD MORE,5,good product delivered flipcartread,Positive
Terrific purchase,0.0,0.0,Super excellent deliveryREAD MORE,5,super excellent deliveryread,Positive
Utterly Disappointed,0.0,0.0,Good for practice.READ MORE,5,good practiceread,Positive
